,Astrocytes,"Astrocytes, cycling",B cells,DE,DI,Ependymal cells,"Infiltrating, bordering leukocytes",Mature oligodendrocytes (MOL),"Mature oligodendrocytes (MOL), ischemic",Microglia,Myelin forming oligodendrocytes (MFOL),"Myeloid, dividing","NK, T cells",Newly formed oligodendrocytes (NFOL),Oligodendrocytes precursor cells (OPC),"Oligodendrocytes precursor cells (OPC), differentiating",Pericytes,Peripheral macrophages,VE,VI,Vascular endothelial cells,Vascular leptomeningeal cells
Srd5a3,0.05249558,0.09794385,0.024676327,0.0026311416,0.0025340032,0.025669362,0.056645498,0.0084064845,0.027021939,0.03848916,0.005385824,0.07521916,0.02264554,0.022485351,0.015316054,0.033675373,0.032654367,0.072462015,0.019720478,0.0073381094,0.03519624,0.057644155
Tmem165,0.4778389,0.9921017,0.12732992,0.3883341,0.4984305,0.20264412,0.2867093,0.66817355,1.3238173,0.23659723,0.36566326,0.5759955,0.1556311,0.877591,0.39288568,0.43688002,0.30990884,0.5530768,0.86258173,0.8567854,0.3693726,0.47794297
Clock,0.6811001,1.5132989,0.14902654,1.8525783,1.9494271,0.44795668,0.39885592,1.4338133,1.9089565,0.34178787,1.1091694,0.68921983,0.16006161,2.052577,0.8838156,0.7707917,0.49726063,0.6065724,3.195993,3.1201987,0.70839286,0.78271216
Pdcl2,0.0011442819,0.0061218217,0.0014255295,0.03730258,0.0061660875,0.0015235365,0.00025173405,0.0020606848,0.004151884,6.493389e-05,0.0015081512,0.00017384834,0.00040357132,0.0027121338,0.00077252847,0.0011805996,0.0019313053,4.1988606e-05,0.02339546,0.019173335,0.00018541493,0.00045574977
Nmu,0.006629652,0.005692235,0.001832455,0.9423201,0.030375967,0.012827971,0.0002607916,5.6994628e-05,0.00015578659,2.6969028e-05,3.606518e-05,0.00018186828,0.00044958986,0.0029742213,0.012029608,0.0074974815,0.0029981101,6.711056e-05,0.049572587,0.015931176,0.0012332138,0.00158881
Exoc1,0.41137627,0.640555,0.08542903,0.58713794,0.7331201,0.17810887,0.21466734,0.37488818,0.70117337,0.1861849,0.22716393,0.33048332,0.090310946,0.55803543,0.30643132,0.30696946,0.12600467,0.29258168,1.1721362,1.1467935,0.17112596,0.21330297
Cep135,0.2666883,0.99268574,0.12629573,0.44271266,0.49125266,0.23205888,0.18608458,0.27107435,0.5886819,0.17389417,0.13802852,0.4470671,0.14002869,0.1319616,0.27773082,0.18163486,0.15021573,0.19559528,0.99992794,1.045592,0.18753187,0.15600017
Aasdh,0.19138518,0.32205555,0.045848504,0.15438484,0.19456859,0.10633719,0.06991694,0.18769029,0.3633045,0.06946538,0.1003753,0.11070978,0.045330938,0.15909532,0.1202785,0.14381441,0.0756603,0.09628453,0.24921107,0.2556016,0.06840408,0.10096503
Ppat,0.13012958,0.2703437,0.035779767,0.16678195,0.17787819,0.07604718,0.05011052,0.10351395,0.20108807,0.047609325,0.060710404,0.1317073,0.05376948,0.067152575,0.106152214,0.09154702,0.063405134,0.06048653,0.2595554,0.26097354,0.0599196,0.08349891
LOC100359876,0.141468,0.29512194,0.026601873,0.0011404958,0.0025064214,0.11505538,0.02263616,0.14812386,0.2772182,0.009715831,0.046126008,0.06902235,0.035394404,0.0078272205,0.00881724,0.031710852,0.10639306,0.029401606,0.009817954,0.01003003,0.16462998,0.20355073
LOC108348180,0.52301717,0.6689891,0.15859306,0.50714326,0.6308882,0.2664208,0.2764925,0.29293206,0.48285562,0.26687488,0.19341436,0.36340007,0.17973036,0.37989068,0.35624272,0.4137285,0.28366044,0.36720416,0.8896743,0.8272278,0.3641681,0.4673286
Hopx,0.61738324,0.4519497,0.005449637,3.7508365e-05,0.000114117254,0.18463624,0.0005123609,0.24728969,1.0826815,4.9405233e-05,0.030234009,0.00029834858,0.026213132,0.00408896,0.0068449243,0.12573798,0.038175177,9.525489e-05,0.0001303278,7.846455e-05,0.017819738,0.012119946
Rest,0.25996095,0.5071775,0.11615403,0.008675049,0.014727348,0.15961502,0.15584995,0.079584256,0.15695705,0.12217476,0.048236012,0.18462509,0.084918335,0.16462894,0.11966776,0.2055914,0.1300981,0.18204117,0.07374707,0.07209269,0.21707565,0.2309228
Noa1,0.074131005,0.08472929,0.012680372,0.08584252,0.12022157,0.042323373,0.050974023,0.052905858,0.10068285,0.038196467,0.028342089,0.060538903,0.016999949,0.09627182,0.06975142,0.070598185,0.03566441,0.052047804,0.21070355,0.24523571,0.037611134,0.048741277
Polr2b,0.24918726,0.41977766,0.07267856,0.28478825,0.35251066,0.1416307,0.11761769,0.19968015,0.32135084,0.08244922,0.12100195,0.16297506,0.09105292,0.25188386,0.21296155,0.17864034,0.15097785,0.12405098,0.53200567,0.54706484,0.19626947,0.1996265
Igfbp7,0.857081,1.3449079,0.08382757,0.040036086,0.022965364,0.21036178,0.0155249955,4.6244917e-05,0.0020062176,0.0012640691,6.475111e-05,0.022358067,0.108242095,0.17321356,0.14310783,0.97182435,6.645781,0.007572004,0.011772925,0.0031555144,8.619698,3.5729055
Adgrl3,14.588191,23.969896,0.14374323,23.147562,23.458405,4.6894693,0.028414939,0.7698629,0.79456216,0.00013040913,1.3285193,0.016860694,0.12587118,4.8157187,13.974282,10.104584,4.5271816,0.00297211,29.734585,27.584572,7.5964727,2.4854302
Tecrl,0.0028268367,0.003513405,0.0027871858,0.0020835542,0.0026164642,0.0019303489,0.0012485655,0.00020938691,0.002193975,0.00049629406,4.2668544e-05,0.0016682614,0.0015287667,0.0006271655,0.0011044554,0.0018383878,0.0038810065,0.00024327378,0.017979536,0.023081562,0.35417846,0.00255774
Epha5,3.386935,4.4173965,0.0067389044,5.035215,6.765698,1.3240832,0.00028935677,0.0004137015,0.0054461514,1.7795484e-05,0.010223879,0.00020748448,0.0044155885,0.40150663,1.8845005,1.0918502,0.12594905,3.979358e-05,11.045848,12.189638,0.02525863,0.05940898
Cenpc,0.68203986,2.3343644,0.14882861,1.0837817,1.3714815,0.35377818,0.24552047,0.6363005,1.093118,0.20339803,0.412154,1.1807033,0.18312642,0.69374734,0.80571157,0.58408684,0.35838446,0.34077242,1.8242666,1.6883006,0.31138533,0.525687
Stap1,0.0064270888,0.007387488,0.7531834,0.027531411,0.04699838,0.003371134,0.20002078,0.0015202112,0.005138139,0.037476808,0.000112316,0.11938564,0.31658643,0.0028053958,0.010126481,0.0138204945,0.00940746,0.124477856,0.07017405,0.062478263,0.013058516,0.0105854655
Uba6,0.3601209,0.8929155,0.2201505,0.7700134,1.0277866,0.2556138,0.3022249,0.36437914,0.6336022,0.24551283,0.23240377,0.449053,0.23286232,0.38403115,0.4111226,0.3852346,0.19918513,0.334316,1.6766452,1.6656749,0.2531588,0.3997717
Ythdc1,0.5113769,0.64894307,0.31544602,0.51661193,0.611621,0.32503852,0.37856054,0.45066726,0.6930357,0.35228562,0.341803,0.41790143,0.30986398,0.5750823,0.3953668,0.44511804,0.34792188,0.4281285,0.88557416,0.85869694,0.54706174,0.4321083
Ugt2b10,0.00013863153,0.7432195,0.3749999,7.307377e-05,0.000111933805,0.00092704635,0.0006674634,5.9151454e-05,9.2372604e-05,3.8471662e-05,4.6307905e-05,0.00033331098,0.0006986828,0.00011744937,0.000121358855,0.0005448939,0.0054503707,4.2760435e-05,0.0004427515,0.00043012734,0.00032234355,8.593078e-05
Csn3,0.0014642973,0.111123905,0.004230588,0.00042223997,0.0005737912,0.0009525564,0.00046366217,0.000120029414,0.0003808421,8.372917e-05,2.4746189e-05,0.0002257181,0.000278758,0.0004501894,0.001114938,0.0010208521,0.0014809633,0.00012192076,0.006608101,0.00226442,0.0007789957,0.00030324474
Rufy3,1.1538517,1.424365,0.2245201,1.9800934,2.2314117,0.586106,1.0035951,1.29259,2.1811192,0.8371532,0.8117746,1.6323955,0.15393206,1.0224723,0.8070984,1.13113,0.41991383,1.6010654,3.5384195,3.8254564,0.4706769,0.64152485
Grsf1,0.15000245,0.22169888,0.039376467,0.14640877,0.2170271,0.10756966,0.07638955,0.00011077871,0.0016922203,0.06396567,0.0031805148,0.09606247,0.04465264,0.10893584,0.11204748,0.1046898,0.08174647,0.09283055,0.3549039,0.42779484,0.11731706,0.11278517
Mob1b,0.41434208,0.73620546,0.1305022,0.36374235,0.5078063,0.1860425,0.30482027,0.046944834,0.117444284,0.23713489,0.045919295,0.40988374,0.14398566,0.2935501,0.25865048,0.29778993,0.22185601,0.36019626,0.8492666,0.9368119,0.31936228,0.3629311
Dck,0.037272155,0.33076873,0.06569575,0.059155993,0.08891178,0.020571783,0.10911961,2.9096289e-05,0.0007028009,0.04258797,1.7362494e-05,0.21182013,0.03900406,0.017537842,0.057348516,0.039234478,0.03134463,0.04694549,0.17909627,0.1921006,0.048421994,0.041446578
Slc4a4,35.584522,20.015053,0.08759683,0.28038797,1.5258061,3.0692441,0.004941466,5.3203596e-05,0.0041054725,3.5170942e-05,0.0012498058,0.0011424412,0.064757764,0.032629896,0.46274477,1.796544,0.5032521,0.00012749629,0.83585453,0.96538997,0.37197328,3.9285061
Npffr2,0.0023602147,0.017691236,0.0015430391,0.043593947,0.12862635,0.0046110144,0.00040807374,0.00014207447,0.0017689678,0.0002837593,3.3538967e-05,0.00037530807,0.00029028064,0.0016194374,0.0026305707,0.0026014089,0.0009099193,0.00030586228,0.14807749,0.058151964,0.00020909165,0.00076845894
Adamts3,0.13868761,0.293076,0.005908071,0.24062572,0.58175516,0.04283435,0.0059681428,2.5876807e-05,0.0009855845,0.0002090717,1.6155185e-05,0.0026957304,0.0035877656,0.015147726,0.17974532,0.10791472,0.035654698,0.0009525491,1.2964504,1.3011189,0.020658119,0.25831982
Cox18,0.082254775,0.1932595,0.0058946107,0.12148513,0.15009743,0.04158921,0.030444197,0.06458375,0.11170443,0.022592528,0.037017893,0.0480567,0.032657202,0.07840475,0.06267163,0.050767157,0.057925593,0.03592589,0.24911587,0.24198504,0.05757273,0.06998711
Ankrd17,2.3070033,4.0706754,0.9255948,3.3651211,4.0553527,1.2005658,1.8971314,1.4862618,2.4848397,1.7074959,0.9912188,2.680761,1.1742213,2.4584405,1.9057094,1.8630567,1.6540211,2.3502097,7.6301785,7.656799,2.042556,2.4999173
Afm,0.06750684,0.087815255,0.00901283,0.10293669,0.1311652,0.026006004,0.016963627,0.056240126,0.10157563,0.02471832,0.03021974,0.037172977,0.013262486,0.073573805,0.05473299,0.052127276,0.023730997,0.032711964,0.21480203,0.21757619,0.035584092,0.037570044
Rassf6,0.0057193167,0.0030912356,0.0028757947,0.087692544,0.023659345,0.02352028,0.00044369465,2.6295216e-05,8.37118e-05,8.5926935e-05,1.3738643e-05,0.0002197805,0.0021102824,0.00093182124,0.0027537444,0.0019670024,0.005856728,9.870276e-05,0.06389509,0.06893091,0.0020790857,0.0019594214
Cxcl6,0.005392591,0.055450853,0.0054310006,0.00033247267,0.00051624613,0.0022036408,0.0008053286,4.7773116e-05,0.00016640748,0.00023848799,2.4323444e-05,0.0006615291,0.00072287774,0.00045159698,0.000724489,0.01548317,0.004894243,9.552378e-05,0.0011469544,0.0012915401,0.0028649142,0.011718782
Ppbp,0.0018181227,0.01613821,0.005860016,5.2097123e-05,6.518162e-05,0.0016781243,0.0014894014,2.7759465e-05,0.000108102904,0.00054789503,6.916066e-05,0.00053486624,0.0031706095,5.8629605e-05,0.0003980441,0.00074757874,0.0023200538,0.00043408177,0.00012271147,8.851013e-05,0.020730054,0.0051044505
Pf4,0.0042810603,0.006214852,0.00958663,4.227277e-05,7.021638e-05,0.0022629271,0.023093643,0.00013470383,7.948197e-05,0.004736003,8.2390776e-05,0.026917286,0.009068489,7.317778e-05,0.00015512433,0.00035943085,0.008051994,0.017235534,7.9889236e-05,0.00010025944,0.05493556,0.034112144
Cxcl1,0.0033074059,0.12238187,0.0035080856,8.923276e-05,9.409351e-05,0.0020694323,0.0012495165,3.8363534e-05,0.00033394215,0.000106201915,2.2787533e-05,0.001186804,0.0014417478,6.981547e-05,0.00018218684,0.001842876,0.028400239,0.0004479417,0.00012709832,0.00013662578,0.03125657,0.018533314
Cxcl2,0.0014337179,0.036461554,0.0028588448,7.354376e-05,8.533328e-05,0.00046456113,0.012140146,5.7246754e-05,0.00014153053,0.0021239216,7.151014e-05,0.0028797397,0.0022388692,9.661872e-05,0.000395874,0.001812935,0.009570439,0.0019719792,8.42949e-05,0.0003960899,0.0028098784,0.0012089252
Mthfd2l,0.32335168,0.42488405,0.038602166,0.4500298,0.39221808,0.22079667,0.06951782,0.0024172324,0.025601398,0.0664265,0.0009001507,0.13861765,0.050350137,0.27174416,0.37176362,0.37668255,0.22877556,0.09327734,0.6566679,0.57144296,0.14329353,0.28385776
Areg,0.00056448195,0.10098911,0.0033567778,0.004074169,0.0056808144,0.0017646458,0.00030160256,3.3666365e-05,8.41791e-05,2.2729513e-05,2.1272339e-05,0.0001948476,0.0010779647,0.00030697306,0.0008376922,0.0016159891,0.0027173276,5.9480186e-05,0.006397236,0.0012550585,0.00019346937,0.001568433
Btc,0.010268539,0.06965979,0.0038503357,0.00032869124,0.0033280246,0.004009636,0.00041077653,0.11158924,0.2942167,3.8793456e-05,0.056466468,0.0017342743,0.0018302654,0.010253292,0.009962957,0.032856997,0.0029701944,9.888669e-05,0.011808657,0.004821141,0.0023451925,0.002845531
Parm1,0.08454831,0.1657471,0.0057104114,0.38721552,1.5245547,0.05282915,0.001148051,0.9886834,1.6571966,8.4816624e-05,0.68665314,0.0070674643,0.0050897496,1.1799043,0.20313054,0.111130744,0.53648734,0.0003090876,1.9730074,2.1019485,0.037555892,0.13879703
Cdkl2,0.05293558,0.1202855,0.001498152,0.5373524,0.64941865,0.29794043,0.00031097326,0.15351398,0.30386066,2.8686853e-05,0.06072705,0.0027525877,0.00060490443,0.05666862,0.043663584,0.061223637,0.022516677,0.0008135264,0.74112976,0.54837584,0.006131276,0.042140253
G3bp2,0.16227229,0.26674554,0.049012553,0.23358789,0.3051027,0.0890482,0.09960098,0.04144711,0.112908006,0.057205517,0.016710952,0.1232369,0.07293561,0.038804814,0.05051949,0.040281467,0.10018564,0.09798528,0.49801993,0.4603645,0.2793424,0.22543606
Uso1,0.62529755,0.76844895,0.29130936,0.7224786,0.89321023,0.2881814,0.46412915,0.6573772,1.1493934,0.47026786,0.42205358,0.60578287,0.30609202,0.7041967,0.44411078,0.5097809,0.35578787,0.60818994,1.4402426,1.4048394,0.4405023,0.76628685
Naaa,0.24321036,0.1415827,0.024061516,0.1760328,0.26332787,0.23198102,0.14077762,0.0046116486,0.02194008,0.012630198,7.9522906e-05,0.03270676,0.03121208,0.0011284602,0.017337767,0.022955861,0.034406163,0.012049639,0.32478145,0.31131673,0.037268344,0.16233626
Sdad1,0.16666172,0.3344382,0.08677414,0.2488615,0.29571828,0.116773136,0.12745501,0.10091701,0.16060136,0.0978258,0.062175713,0.13695708,0.059380356,0.12494986,0.106201224,0.11520282,0.08427027,0.11352244,0.47012433,0.4682725,0.08060974,0.16337731
Art3,0.030834058,0.08861435,0.006255036,0.00011613504,0.00084932987,0.023681093,0.0055149887,0.68748915,3.6303313,0.0012496484,0.023704544,0.0078102946,0.018678406,0.015326673,0.015936468,0.14677164,1.0523032,0.00149886,0.007576785,0.0070674885,0.18189873,0.027588064
Cxcl10,0.2899121,0.39633012,0.019253679,0.00017602408,0.00022479024,0.023069015,0.17780639,3.409587e-05,0.00043054286,0.0060325265,2.5751715e-05,0.015408412,0.029839877,0.0011107004,0.011443845,0.027431974,0.030287625,0.0028770862,0.0002895315,9.631002e-05,0.03599973,0.027475597
Nup54,0.2049998,0.48140255,0.09830928,0.25954652,0.31221572,0.11501011,0.115663245,0.13164891,0.23465358,0.11557379,0.084459655,0.26600415,0.07347705,0.1494809,0.14890455,0.14137477,0.09662798,0.1463392,0.5046513,0.51993716,0.14175671,0.14191212
Scarb2,1.3102893,1.0056512,0.30052912,0.114549175,0.28079104,0.36012128,1.063654,1.5015458,2.217398,0.8819691,0.89177674,1.3952799,0.28965312,1.3362122,0.32550386,0.5564574,0.3647682,1.6625061,0.5456841,0.569787,0.42497265,0.5917663
Fam47e,0.027653104,0.056695595,0.0015487904,0.001173907,0.0013323199,0.4317399,0.00063544896,0.00013331028,0.0014602869,3.816624e-05,4.8438207e-05,0.00031761438,0.002292929,0.00056664157,0.0029361525,0.008742101,0.002178248,5.6908568e-05,0.00310637,0.0027422272,0.0018954288,0.002225322
Shroom3,5.0335345,10.01922,0.015571194,0.024008201,0.0347421,2.5399475,0.0022441917,1.7037666,4.523815,6.8420835e-05,0.6393631,0.0046808985,0.017825715,0.10667292,0.10104359,0.2843529,0.112109885,0.00029406082,0.060892403,0.057909302,0.13034172,0.4747417
Septin11,0.5650348,2.066253,0.24150504,0.6488934,0.78799456,0.15728337,0.27497873,0.00075837364,0.016204784,0.22015879,5.8546568e-05,0.5913616,0.45491102,0.02725366,0.16312106,0.2797088,2.71003,0.29631495,0.8903126,0.88175714,1.215237,2.429499
Ccni,0.3829607,0.60652775,0.15801285,0.44186023,0.5686153,0.1796937,0.27955374,0.20770934,0.34403634,0.39494064,0.115900315,0.5291653,0.21983796,0.29497725,0.24855752,0.28931433,0.3521512,0.31453818,0.71380246,0.71309406,0.45831698,0.40909636
Ccng2,0.04848229,0.05847988,0.034193624,0.017420312,0.020516783,0.017646959,0.05966625,0.013603396,0.023639908,0.07966723,0.005108582,0.10221081,0.025416475,0.0359276,0.028441746,0.041969914,0.06228662,0.054259963,0.019833524,0.009886551,0.10961987,0.06830832
Cnot6l,0.46329257,1.3496495,0.6278275,1.2310793,1.4083403,0.33775994,0.6581375,0.53219515,0.872993,0.56851286,0.30678046,0.976671,0.81929123,0.5812756,0.59835374,0.4995522,0.45928544,0.7333803,1.768248,1.7409987,1.981308,0.59190696
Mrpl1,0.40113086,0.5361092,0.15493152,0.48041183,0.6685578,0.21842825,0.23512371,0.2949605,0.51094836,0.22490217,0.20065708,0.37150267,0.13836412,0.3304412,0.26815435,0.25631285,0.19519556,0.38205934,1.1051552,1.1108996,0.29871145,0.26122403
Fras1,0.09036532,0.13707665,0.003614041,1.1610653,2.287983,0.05209587,0.0005203489,2.8133762e-05,0.00010613958,2.7989969e-05,1.7176502e-05,0.0007392222,0.0026545385,0.01738799,0.1560764,0.12520029,0.044349473,5.808555e-05,1.8282024,1.7551879,0.013151563,0.18668894
Anxa3,0.89465433,2.402589,0.24141663,0.00069725263,0.0002851783,0.15904349,1.2005769,0.0029586162,0.012768738,1.8964325,0.00022169779,2.1068351,0.18212841,0.0020639338,0.016017903,0.12564899,0.36325237,1.8066849,0.0008675367,0.00017336194,1.7056718,1.1871983
Bmp2k,1.3941231,1.6448158,1.1625566,0.021501606,0.056594975,0.4406628,2.1898408,2.2700815,3.2912717,2.4134748,1.1931453,2.8587615,0.3859054,0.64723414,0.2355275,0.43174145,0.43344417,1.8978117,0.19036098,0.20084693,0.55414104,0.5319134
Paqr3,0.24257642,0.26468715,0.06597483,0.29128268,0.43299106,0.06345416,0.1447226,0.35467795,0.585594,0.2066362,0.16305529,0.22756337,0.0049619144,0.10060434,0.06888294,0.09802126,0.055784676,0.14693734,0.66401225,0.6118155,0.0444389,0.059077688
Antxr2,0.3389007,0.71118975,0.232341,0.04219313,0.03373235,0.35006222,0.50000143,0.00029051327,0.0062841442,0.18439856,0.00042847637,0.4981744,0.34970644,0.16075838,0.38306734,0.9020717,0.34884867,0.6838358,0.25678906,0.12943661,0.20191948,0.77794725
Fgf5,0.0009134769,0.0058074244,0.0015620879,0.0036657236,0.009658164,0.0021644605,0.00035637163,0.00016308377,0.0014828964,0.00015558819,8.6462285e-05,0.00028229167,0.00037298154,0.0014683249,0.0064406767,0.0038662173,0.00087611575,0.0004181384,0.062033698,0.06397082,0.00029921197,0.00053434324
Cfap299,0.08361078,0.8056894,0.013578035,0.061912302,0.09888739,12.759239,0.018849356,0.00081544236,0.009287858,0.011734967,0.000149872,0.014487855,0.009770047,0.0036282635,0.04047737,0.07405296,0.049988292,0.009468374,0.24395907,0.2211245,0.034831986,0.06533826
Bmp3,0.002422252,0.010037886,0.0013874165,0.25189704,0.07748142,0.0063677575,0.00027114357,2.7256763e-05,0.00011975084,1.69626e-05,2.5068079e-05,0.00017820847,0.00031774736,0.0011634256,0.003024051,0.0013940948,0.0009083102,3.2681794e-05,0.023271292,0.013594057,0.00025765362,0.0052177976
Prkg2,0.021741832,0.053491533,0.0014807715,1.0872824,0.19226494,0.02359247,0.0002821282,3.8617687e-05,0.00015627478,4.588102e-05,8.212188e-05,0.001083309,0.002091276,0.034378048,0.5870884,0.06831321,0.014766242,0.00012664912,0.40128714,0.39925626,0.0055831126,0.0852401
Rasgef1b,0.22329174,0.41685587,0.21236399,1.2283528,3.2666607,0.14915548,0.5614517,0.0020130633,0.038768563,0.4976559,0.011307694,1.0588012,0.114402965,3.93248,0.4127202,0.32093522,0.13304839,1.0586365,5.773812,8.304295,0.0851197,0.37798312
LOC102557303,0.07835168,0.13403796,0.0033486132,0.06327272,0.082792096,0.113499135,0.0047715954,0.021839647,0.053939424,0.0013669762,0.009008483,0.0034483036,0.0014019883,0.021752536,0.019422106,0.03981429,0.00613562,0.002553831,0.10700984,0.10575672,0.00608866,0.010727886
Hnrnpd,0.5314977,1.6744467,0.25565523,0.64099634,0.7159928,0.39570728,0.48870987,0.3983037,0.6536702,0.41226164,0.23992798,0.94105226,0.30194643,0.5490147,0.5148643,0.46808898,0.3955765,0.55408597,0.92602456,0.8767902,0.5447052,0.49646747
Hnrnpdl,0.79537976,1.7327439,0.19330417,0.7754914,0.9518564,0.5532292,0.36140764,1.1143992,1.6685134,0.32594013,0.72736806,0.8160849,0.19114557,0.93175644,0.7761071,0.65238506,0.4822255,0.5188372,1.28382,1.2661119,0.4189248,0.6136158
Enoph1,0.051159643,0.13268983,0.010904195,0.10044121,0.122230045,0.037691396,0.03553172,0.12573884,0.21079977,0.03318765,0.08381746,0.061793473,0.005081861,0.104650095,0.04952777,0.05295882,0.034596447,0.04362461,0.19723402,0.21140063,0.032489724,0.04751562
Tmem150c,0.067027,0.06223697,0.003075543,0.61472636,1.2089914,0.038815822,0.018598754,0.3507809,0.07179166,3.158123e-05,0.38057426,0.0005216588,0.0013892275,0.055466317,0.07307007,0.040086385,0.007931199,3.504962e-05,1.4861486,1.5381408,0.0028403755,0.0029612104
Sec31a,0.51760244,0.8177722,0.19833241,0.4775262,0.57823426,0.26242083,0.35140523,0.40588185,0.7007255,0.38619366,0.24558137,0.4594659,0.17687179,0.53773385,0.3714188,0.48180276,0.38779363,0.4505888,1.0866896,1.1597371,0.47089922,1.1295887
Lin54,0.20307854,1.2544143,0.10113119,0.14668301,0.21413359,0.08443297,0.14482582,0.40277085,1.0243067,0.14267115,0.17585704,0.90782535,0.0836828,0.24581958,0.24490605,0.17168349,0.13539158,0.16749626,0.4100165,0.42321303,0.17644638,0.1440884
Cops4,0.29276142,0.42772603,0.12882997,0.3389865,0.41406432,0.18470703,0.23351014,0.21273904,0.3440134,0.28488174,0.11812349,0.33268058,0.14691845,0.27856633,0.25345078,0.2599727,0.23637709,0.24922471,0.65282875,0.6742482,0.270217,0.28297994
Plac8,0.0026753116,0.0051688575,0.17069009,7.1006034e-05,7.989561e-05,0.003690402,0.10056512,6.5258544e-05,0.0002888579,0.0028286413,2.1014745e-05,0.009702932,0.08512815,0.00023971614,0.0009607837,0.0026515531,0.036226116,0.005671467,0.00013092172,0.00012005593,0.013092884,0.08229061
Coq2,0.27943006,0.45083138,0.029706135,0.23989324,0.2811384,0.12032394,0.08324416,0.19215885,0.35539863,0.06669683,0.10448707,0.14402142,0.05435499,0.22430041,0.17590776,0.15895025,0.13476689,0.09074972,0.38471156,0.3813516,0.13185786,0.12240792
Hpse,0.0034993864,0.024641158,0.08039963,9.603643e-05,0.0060263295,0.006022509,0.28504446,0.0006853122,0.0041168453,0.13337989,3.381345e-05,0.3367149,0.05160582,0.0002026782,0.0013391755,0.007686921,0.02765821,0.9943975,0.0026211985,0.00017783699,0.030922823,0.029316103
Helq,0.15250476,0.40328372,0.03443844,0.32415816,0.45023334,0.093792476,0.061227657,0.15219551,0.23993355,0.048950177,0.12133963,0.14033808,0.053768337,0.30621365,0.19866705,0.14289695,0.07786075,0.08214983,0.8345887,0.99678177,0.06332758,0.10778162
Mrps18c,0.08604534,0.10972775,0.021389384,0.04058625,0.049421597,0.044856127,0.051178962,0.03614453,0.067542754,0.03250266,0.016928531,0.09062076,0.011421764,0.07161229,0.036618795,0.04933746,0.037669808,0.06800729,0.090072066,0.086522184,0.10733896,0.07198946
Abraxas1,0.0875473,0.27904052,0.03802612,0.09094019,0.13757218,0.07180416,0.06045545,0.06137173,0.093939215,0.060673863,0.042079616,0.15628739,0.044753853,0.06621165,0.0804622,0.054427184,0.062224146,0.0681656,0.2578218,0.27672225,0.054279618,0.071807824
Gpat3,0.07022656,0.13106778,0.027569586,0.11389495,0.23748453,0.12339357,0.015805995,2.7534052e-05,0.00013072952,0.009698191,2.0787005e-05,0.03283312,0.020105606,0.003598691,0.018122273,0.022681909,0.019828262,0.061570685,0.61669976,0.6302565,0.01895825,0.07105669
Nkx6-1,0.0675499,0.07366397,0.0027398209,0.00018060561,0.002089856,0.11355036,0.0003337144,3.3108474e-05,0.00026507198,2.7792392e-05,1.4745397e-05,0.0001869217,0.0009668509,0.00021483675,0.0020945675,0.003801675,0.017391553,0.000100086014,0.00019098016,0.0004036918,0.009392011,0.02235063
Cds1,0.016704602,0.0483587,0.034010414,0.48068425,1.0641121,0.23094213,0.2996885,0.25631657,0.7157822,0.34140718,0.028865881,0.2808786,0.01848331,0.0063988217,0.030151837,0.030364683,0.013939536,0.17801897,1.5012668,1.9229023,0.009354775,0.023543814
Wdfy3,1.7637352,3.35339,0.2642085,3.5799272,4.309658,1.135052,2.1446934,2.1198106,3.7314966,1.9691631,1.1912069,3.244582,0.19178861,2.3078043,1.6559749,1.7478615,1.6916068,2.7090762,5.9366274,5.9601226,1.712793,1.5559043
Arhgap24,0.14701399,0.3253295,1.6006373,2.610904,1.2595193,0.19739164,3.861548,0.013005428,0.05834724,3.8826005,0.068948135,8.3839035,0.3902458,5.557716,1.5903783,4.2861595,1.3000319,12.999178,2.8408391,2.366535,0.27006176,1.2835349
Mapk10,4.797555,4.3731985,0.011577596,6.068076,8.636813,3.759607,0.0004939048,1.3740789,4.785601,2.6288624e-05,0.37822193,0.00022523005,0.00807998,0.8123705,3.4014916,3.175629,0.23784155,5.101315e-05,11.887347,12.713008,0.042524274,0.110482514
Ptpn13,0.41804126,0.66322744,0.016053276,0.046738464,0.09032073,0.7614962,0.0057190037,0.28077823,0.62465996,0.00016657333,0.21985482,0.012569652,0.19831823,0.9611088,0.22093023,0.32264388,0.8293401,0.0016188899,0.11573435,0.105770655,0.109167844,1.8534495
Slc10a6,0.0015197524,0.010051364,0.0015331231,0.00010888572,8.864338e-05,0.0011673234,0.0032947,0.01622709,0.0065095597,0.0011574038,0.0014208351,0.0005263224,0.00029493033,0.0007310408,0.0010593927,0.014646166,0.0029805694,0.0015108007,0.00031506043,0.00016444214,0.013229846,0.0031846438
Aff1,2.1956954,4.20321,1.2004614,0.1878492,0.3117592,0.8411278,1.2253351,0.47852284,0.70670074,0.7432899,0.2407394,1.4104106,0.32974085,0.07347872,0.20843937,0.8784007,0.91880786,1.9237344,1.1504406,1.2621357,1.3408148,1.3347926
Klhl8,0.12995003,0.2344451,0.019435853,0.254015,0.2728225,0.07948251,0.05551755,0.14324643,0.20730056,0.05023262,0.09934517,0.075720064,0.032903943,0.105409384,0.098084524,0.10189458,0.0616189,0.06278467,0.38275057,0.4060465,0.085130304,0.08115679
