,Astrocytes,"Astrocytes, cycling",B cells,DE,DI,Ependymal cells,"Infiltrating, bordering leukocytes",Mature oligodendrocytes (MOL),"Mature oligodendrocytes (MOL), ischemic",Microglia,Myelin forming oligodendrocytes (MFOL),"Myeloid, dividing","NK, T cells",Newly formed oligodendrocytes (NFOL),Oligodendrocytes precursor cells (OPC),"Oligodendrocytes precursor cells (OPC), differentiating",Pericytes,Peripheral macrophages,VE,VI,Vascular endothelial cells,Vascular leptomeningeal cells
Mrpl39,0.07370733,0.13452582,0.012496712,0.07844124,0.089664966,0.061347447,0.03635713,0.05967956,0.08727428,0.030466653,0.051289998,0.04944729,0.023520418,0.105782054,0.059723753,0.05905052,0.033742793,0.040713307,0.1477688,0.15047324,0.06332559,0.053738136
Jam2,1.6086746,2.2468865,0.053914674,0.024262002,0.021461789,0.28094932,0.0561949,4.78264e-05,0.0015778514,0.15604948,0.00064082583,0.14158067,0.046060428,0.41754317,0.9341658,0.91859347,0.09417714,0.028729973,0.026929518,0.016388895,1.4576665,0.17822516
Gabpa,0.23032746,0.3237012,0.073800735,0.21775767,0.23514757,0.122563735,0.10854897,0.15057702,0.2457969,0.10212825,0.100735314,0.16834117,0.080478564,0.18355703,0.1588029,0.16636254,0.11941249,0.1331169,0.29412243,0.29762256,0.18200938,0.14669
App,1.7883343,4.695927,0.31058764,7.9927526,7.402089,1.033346,1.0252665,7.05176,9.36898,0.40736118,6.446568,1.981148,0.2806584,8.725162,1.9270428,2.108698,1.5816495,1.9214723,11.200897,10.143327,7.854164,3.586693
Cyyr1,0.027005207,0.051154803,0.026460782,0.027353618,0.008496319,0.030436236,0.0077222767,0.0002136961,0.0035308204,0.0030477324,6.9452224e-05,0.015337908,0.014989287,0.0023501639,0.014477606,0.049929097,0.067330584,0.006079194,0.057011873,0.019497093,8.595892,0.49813846
Adamts1,0.3845297,1.160609,0.029034087,9.4657786e-05,0.0012708772,0.0913902,0.0061166952,0.017341036,0.009272009,0.011084359,0.08202837,0.039237104,0.017139753,0.112214,0.20964754,0.25854686,0.14511487,0.0026619416,0.017953776,0.0011747675,0.6806511,0.6781525
Adamts5,1.0366867,2.3156407,0.012325298,0.060682945,0.49687162,0.13619962,0.0032609438,3.8040293e-05,0.0007759538,3.0495874e-05,3.9382052e-05,0.00039138424,0.009931668,0.011601244,0.1936494,0.2588547,0.15245259,0.00011569131,0.21843693,0.33505607,0.09355976,0.79167044
N6amt1,0.10193673,0.10492484,0.04957727,0.15766281,0.1730297,0.043492597,0.07417269,0.080157794,0.1535597,0.08202171,0.04479137,0.10839424,0.05332458,0.109403074,0.0942092,0.085642196,0.06943546,0.091717124,0.23580322,0.23671356,0.063845664,0.091687076
Ltn1,0.36859027,0.6808342,0.15534604,0.5127273,0.6147261,0.22311749,0.25103307,0.48847678,0.85711294,0.23188078,0.28907394,0.46701166,0.19620678,0.52357304,0.38350877,0.37423047,0.2629419,0.28936422,0.94624656,0.9747951,0.3318195,0.3569956
Usp16,0.45535606,0.6152181,0.17025925,0.55071646,0.67579746,0.25954795,0.24091974,0.55370057,1.059309,0.25081924,0.35042658,0.32322943,0.17511868,1.0727196,0.48308003,0.3900852,0.2911883,0.28694877,1.1754895,1.25443,0.31747487,0.40167722
Cct8,0.06989438,0.19322437,0.004046198,0.0023840952,0.008703461,0.026200673,0.023308124,0.00062183576,0.012757852,0.012223095,0.00035497933,0.03947524,0.018465444,0.031248357,0.025888382,0.028012838,0.047663193,0.02854174,0.037634116,0.030436957,0.114299804,0.0702955
Bach1,0.29829353,0.83526695,0.087149955,0.18990003,0.22979666,0.079384506,0.46891558,0.1403876,0.21555558,0.31419805,0.113058366,0.3631147,0.09491893,0.19706732,0.15104829,0.33083293,0.27429146,0.4842132,0.4896102,0.51638514,0.3123646,0.26025158
Grik1,0.11158091,0.22277561,0.003953585,4.3136044,9.346603,0.09253802,0.00084417156,2.861896,2.4600518,2.2538337e-05,0.5292188,0.0007139184,0.0008328409,0.18871774,2.6274445,0.6758506,0.0916116,8.061974e-05,5.8287225,6.3799696,0.009146941,0.016544502
Tiam1,0.177003,0.40655833,0.030602975,1.1113738,1.6240355,0.11513583,0.27626687,0.00085197284,0.03171112,0.049631838,5.9471262e-05,0.25662392,0.07272882,0.119563036,0.55350465,0.3141754,0.06108931,0.16195458,2.3539996,3.1052442,0.5362328,0.2516227
Sod1,0.10509284,0.12139789,0.014582571,0.00020606432,0.00026688707,0.05312028,0.0036574884,4.0425402e-05,7.966466e-05,0.00045858955,0.0001268894,0.0047616395,0.011530715,0.00010825557,0.0005649677,0.0074015614,0.05106866,0.002029573,0.0049053486,0.000157787,0.31523928,0.074365586
Scaf4,0.59177554,1.1271456,0.2850039,0.76445377,0.9518991,0.34433872,0.4382993,0.5012492,0.8301359,0.40774238,0.34379536,0.7181761,0.30246684,0.61081326,0.50712305,0.5339656,0.4049152,0.5403709,1.4131325,1.4272542,0.514577,0.50261855
Hunk,0.43554887,1.8817427,0.0039087804,0.28415757,0.77305317,0.46201363,0.0015642543,0.13015136,0.15509155,2.7038333e-05,0.15230773,0.0016363381,0.008727066,0.45517266,1.6356459,1.2453964,0.12900409,3.4371806e-05,0.18634732,0.18521424,0.029570905,0.123807095
Urb1,0.12385365,0.24389136,0.043861125,0.15720065,0.18622205,0.07441457,0.06265654,0.08513017,0.15995133,0.060587544,0.061769497,0.08551393,0.03497492,0.118545175,0.08808905,0.09711682,0.05992084,0.082858145,0.21270134,0.21164113,0.048745904,0.08923198
Eva1c,0.06408076,0.148251,0.015779471,0.13085009,0.21484695,0.31399223,0.0022299492,0.015341038,0.09076874,9.2884125e-05,0.027338475,0.0027461026,0.0027813131,0.039553285,0.055319984,0.16884755,0.11585949,0.0010269246,0.1230871,0.100508854,0.1864815,0.5070625
Synj1,0.75964344,1.076207,0.2788687,1.5694505,1.9137849,0.94234896,1.4583349,0.8658172,1.7598172,0.8857398,0.4082006,1.3413546,0.3805784,0.83236915,0.8403245,0.8034739,0.42706266,1.221904,3.0256867,2.9632227,0.6322087,0.6608858
Paxbp1,1.0255249,1.6105149,0.18985328,1.1035072,1.2671006,0.741927,0.57580453,0.6597915,1.0562427,0.44901186,0.41000167,0.80873346,0.26106012,0.97985923,0.75083894,0.74878764,0.4455936,0.66900116,2.247456,2.467365,0.46470162,0.6057926
RGD1562726,0.5928331,0.34353647,0.002994971,0.036235165,0.017393317,0.23301476,0.007447502,0.09887998,0.089086846,4.431318e-05,0.0865504,0.00033226982,0.0024169255,0.061474048,0.040134057,0.30924731,0.004011051,6.9061316e-05,0.07076938,0.057692695,0.0074987304,0.008568796
Olig2,0.044872332,0.11185028,0.0022532213,3.6289188e-05,0.00075743813,0.0072343405,0.0002982087,0.06080198,0.029086784,2.0080437e-05,0.13974461,0.00018874301,0.0017788236,0.36300415,0.49947482,0.11777546,0.0026765112,4.527646e-05,0.00033958626,0.00013520477,0.00022103213,0.00055344065
Olig1,0.12636098,0.18773587,0.0015439311,4.182269e-05,0.000103949606,0.010764919,0.00026842376,0.06759956,0.021991637,3.0092164e-05,0.20500681,0.00020890703,0.0009803246,0.2981211,0.51977515,0.085772045,0.0014738283,3.850999e-05,8.4569634e-05,8.3822226e-05,0.0014130734,0.0006242409
Ifnar2,0.18003763,0.4539789,0.16731577,0.11667878,0.13301845,0.08347228,0.7175551,0.13904746,0.2667636,0.56787366,0.057357155,0.8072819,0.29457682,0.4704516,0.2860576,0.32692277,0.29481378,0.8316648,0.20268077,0.19118202,0.6547588,0.32931653
Il10rb,0.045320738,0.059527192,0.10801583,5.681787e-05,7.725227e-05,0.031417497,0.2856953,2.7568372e-05,0.00027413075,0.24373382,1.539893e-05,0.37425938,0.12775049,0.00014880963,0.0016909959,0.007370404,0.07760633,0.4112179,0.00030692772,0.00010367121,0.3646021,0.14159705
Ifnar1,0.19394563,0.32077214,0.16275282,0.15858367,0.18528529,0.11231755,0.47213975,0.11507782,0.19951464,0.3643837,0.058969323,0.4242518,0.21999007,0.09080094,0.14049199,0.15415198,0.15809597,0.46026027,0.27466288,0.25446117,0.81294507,0.23234619
Ifngr2,0.043523114,0.13585939,0.26247227,0.10324856,0.10018309,0.03642278,0.6947066,0.0009295487,0.006005424,0.7391676,0.00015446798,0.72870034,0.1037025,0.001794487,0.026752964,0.05739641,0.140123,0.7931577,0.20309506,0.15905799,0.1513413,0.12618607
Tmem50b,0.121274,0.1038842,0.031594295,0.023762623,0.065933,0.04977721,0.051711246,0.0022612428,0.014949642,0.032249,0.00027381888,0.027639266,0.011562304,0.008290453,0.014006467,0.011414599,0.013627501,0.02403636,0.21916318,0.2611056,0.025977138,0.012298295
Gart,0.16691403,0.37750113,0.071647726,0.19582812,0.22957262,0.10939877,0.18641141,0.18264546,0.31411505,0.20819443,0.1211289,0.30590773,0.08447961,0.2325273,0.15489517,0.13754588,0.092370346,0.24527067,0.3111491,0.3306093,0.08162612,0.13282037
Son,7.6760826,5.6496453,0.8229552,1.7699952,2.2752323,3.1882787,1.8864994,2.6619833,3.7539048,2.1737971,1.9073086,2.4980352,0.73623943,4.2984867,2.838251,4.3996634,2.6730597,2.3554735,2.153064,2.1318312,2.2651916,2.7644465
Donson,0.08220734,0.28965163,0.06358841,0.13104889,0.15516442,0.044517606,0.040408578,0.03231412,0.071326576,0.035514932,0.014519846,0.08992278,0.034985922,0.054253653,0.06936629,0.055254504,0.041755382,0.044950992,0.25519934,0.24999729,0.037077636,0.050888684
Cryzl1,0.04531177,0.044680346,0.0040178234,0.077614516,0.086394414,0.03483824,0.01472257,0.031071974,0.048972756,0.012186271,0.015200469,0.020016065,0.0038615481,0.037661638,0.029755024,0.02775691,0.022739545,0.022981746,0.12239215,0.12706055,0.023884062,0.02584824
Itsn1,5.081327,4.476663,0.22594073,2.1551292,2.5509272,1.4624851,1.169801,0.38739666,0.76541877,0.58356833,0.2284293,1.5229801,0.1424524,1.0541768,0.82492864,1.1140133,0.73110396,1.2723328,4.0259695,4.485582,0.72201806,1.0889436
Smim11,0.06089644,0.06819501,0.006231429,4.833742e-05,0.00016433047,0.025094992,0.0011593248,0.0010889261,0.0013731917,0.000258117,0.0010061843,0.0031782947,0.0046560443,0.0025365276,0.00088339846,0.0037975784,0.020109484,0.00028109335,0.0008871564,0.0005249412,0.09730235,0.032560915
Rcan1,0.4221397,0.99653476,0.059741493,0.3862485,0.55319923,0.10661198,0.15620579,0.16452797,0.21224484,0.17304632,0.12869824,0.3023204,0.07615574,0.2885073,0.25723872,0.2644179,0.13527185,0.19664331,0.70337564,0.7261043,0.22770661,0.2246552
Clic6,0.0019116786,0.009263411,0.0026708087,0.02637691,0.0071441894,0.007186778,0.00067955424,3.5002326e-05,0.00015384649,0.00022630142,2.4841345e-05,0.0022637509,0.0011209471,0.00058401754,0.0022821105,0.002451221,0.0011394852,0.00022429075,0.10633982,0.04845473,0.012299471,0.033228975
Runx1,0.26709467,1.5410554,2.8556116,0.0041174763,0.0055203913,0.25684378,4.719799,0.038674213,0.07736556,4.678025,0.036951594,6.6582565,2.1331182,0.08339585,0.0557051,0.7531106,0.8436435,4.0066643,0.038395092,0.0047945185,0.16976947,2.1450562
Setd4,0.06867438,0.11428152,0.05056037,0.35080296,0.40553808,0.07048067,0.058630243,0.11794755,0.30892205,0.059571583,0.043141924,0.08639861,0.047346573,0.11204838,0.08062722,0.08029046,0.079466686,0.0868019,0.5508883,0.5338585,0.041280124,0.11377816
Dop1b,0.59241796,0.6834144,0.1422663,0.96459186,1.6678843,0.16183843,0.39003026,0.90741473,1.0680323,0.37897524,0.58416593,0.4735093,0.28874105,1.0772825,0.25884214,0.30506474,0.17242745,0.55561906,2.685978,2.6036286,0.33307877,0.29848382
Morc3,0.6823072,1.4958824,0.4603512,0.4603987,0.56029177,0.29748023,1.1568772,0.34042826,0.53970003,0.8326896,0.22836517,1.1947517,0.35795864,0.5452136,0.37446904,0.41709077,0.2691892,0.98636144,0.9188847,0.8877698,0.34202075,0.4916733
Cldn14,0.04609556,0.023855148,0.0082743745,0.00022763363,0.0019159919,0.01262343,0.0018780414,3.04376,8.280964,0.00021826502,0.94375426,0.006827248,0.004995299,4.17296,0.07535554,0.098206006,0.012584128,0.0016766704,0.0093437005,0.009895511,0.014327501,0.0046480284
Hlcs,0.4187571,0.47624114,0.3600658,0.7335315,0.86580807,0.20093977,0.31232476,0.3044858,0.56691843,0.10488323,0.189107,0.20907797,0.23834549,0.38881597,0.2577173,0.27831486,0.22319348,0.21826461,2.0908823,2.0840852,0.26972535,0.24405017
Pigp,0.3208361,0.30379307,0.0060198996,0.043444276,0.05786719,0.18071601,0.004605296,0.08689573,0.18142039,0.0009214062,0.031694192,0.001484395,0.0023791036,0.053890582,0.08504519,0.14951809,0.10605474,0.004363315,0.10087167,0.090727024,0.14158085,0.1399467
Ttc3,1.9229935,2.9114916,0.19945094,9.682498,11.254389,1.5427867,0.35275325,0.66978544,1.6372892,0.36915466,0.26234803,0.52490693,0.32056558,0.9868366,1.8108996,2.5461771,1.107876,0.6021656,15.519972,15.281541,0.960155,2.2554078
Vps26c,0.3587182,0.5141968,0.07217369,0.18455037,0.2533434,0.109575905,0.17445345,0.25606963,0.48114407,0.14954263,0.14963162,0.26219565,0.07073489,0.24893449,0.15332039,0.26042774,0.08489537,0.26721227,0.5409453,0.6131921,0.12469559,0.1574897
Dyrk1a,2.0355763,4.4656296,0.8465802,1.7137609,1.9298038,1.1164201,1.1036904,1.233804,1.9336926,0.9770224,0.7824992,2.075278,0.71603125,1.386506,1.2237079,1.7020364,0.8384578,1.3997589,2.833145,2.9104047,0.9961354,0.981255
Kcnj6,0.032875117,0.04425693,0.0016924669,2.6260412,3.243799,0.040529355,0.00026011313,3.0725656e-05,0.0004882891,2.01096e-05,0.0012472497,0.001569439,0.0008996873,0.0376085,0.4779821,0.76513666,0.009714284,0.00018202841,2.5752952,1.7291483,0.0023071344,0.008395132
Kcnj15,0.0027383992,0.020019673,0.0015458532,0.0003247716,0.00042699932,0.0037675404,0.0016601671,3.1485426e-05,0.0003570098,0.000109483786,2.5009642e-05,0.00088248786,0.0018460278,5.5149118e-05,0.00054193573,0.0017161292,0.004564936,0.00022929662,7.854907e-05,0.00019238616,0.012783644,0.19632022
Erg,0.011460192,0.016257953,0.017958447,0.0005580723,0.0006233242,0.009630112,0.007232976,8.048525e-05,0.0017895036,0.0008029256,4.7009373e-05,0.007719408,0.009682165,0.0013425832,0.016293423,0.0719372,0.03939096,0.0018810286,0.0030559008,0.0015176125,2.10586,0.20534731
Ets2,0.038912028,0.109184764,0.03360654,0.14614524,0.14281921,0.03359062,0.028683372,2.80672e-05,9.757693e-05,0.017732596,2.027802e-05,0.043655466,0.02545583,0.0014066983,0.017842557,0.03291826,0.062407035,0.019562757,0.14920326,0.104476295,0.34466127,0.0797458
Psmg1,0.05813744,0.09836041,0.008289633,0.054922916,0.073890954,0.033120096,0.009525278,0.03684519,0.079224296,0.002710413,0.016171588,0.023625745,0.008525894,0.06531752,0.04179124,0.046411026,0.03614079,0.014737524,0.13546799,0.1386573,0.039368927,0.06285306
Brwd1,1.4066337,1.9826463,1.0860684,1.845952,2.3754523,0.87634456,0.630747,1.6148173,2.8557818,0.67594934,1.0375152,0.76615363,0.42139715,2.1812608,1.2136347,1.4770395,0.88334405,0.77073634,4.088792,4.1934257,0.98050165,1.7268113
LOC680964,0.2030597,0.37981585,0.02739005,0.052021787,0.07618418,0.14134696,0.013085081,0.0009144838,0.011572538,0.004678951,0.0005643979,0.02563373,0.016213574,0.05253941,0.046833444,0.052405182,0.12222369,0.0084302975,0.15802917,0.15125768,0.24890956,0.1977788
Get1,0.08469348,0.11337176,0.0016377836,0.19024001,0.21664988,0.0804055,0.0012459214,0.014245455,0.043219876,0.0021286905,0.005162765,0.007939777,0.0006314284,0.049323905,0.06715971,0.062296394,0.018136475,0.0010616677,0.3690455,0.34404325,0.00645214,0.02115017
Lca5l,0.117257856,0.23057653,0.0014719304,0.18743025,0.2425281,0.6583421,0.001830708,0.040439997,0.11078333,0.005076823,0.011306475,0.01771665,0.00057175854,0.058619566,0.05391696,0.10460641,0.020984692,0.0017730667,0.5556107,0.55323243,0.010898315,0.037867837
Sh3bgr,0.028111748,0.019725552,0.0016557962,0.018673535,0.026325077,0.020063818,0.0006010333,3.7208458e-05,0.00024754953,4.4419536e-05,1.976795e-05,0.00023712873,0.00073506084,0.0026334855,0.01098231,0.02318353,0.003037775,8.8889545e-05,0.15972611,0.16488118,0.0038955,0.0029297383
B3galt5,0.14222546,0.04979084,0.015179785,0.22521403,0.15790537,0.050753817,0.041048396,1.5781207,2.111694,0.12027561,1.0242038,0.10309438,0.006948162,0.21727012,0.06635352,0.09726891,0.017783271,0.02612831,0.72241247,0.6844127,0.0038184226,0.00024877605
Dscam,0.25892287,0.4436971,0.009189229,17.247967,4.157952,0.2686307,0.03217957,0.131319,1.3860204,3.4335662e-05,0.22019912,0.0008551717,0.070667036,8.377798,22.810003,3.9030066,0.07414853,8.180591e-05,26.145462,25.031965,0.023242217,0.05124183
Bace2,0.5930291,0.7268185,0.0066076135,0.0018999495,0.003710833,0.7406207,0.0013708943,0.4056856,1.75785,6.6246e-05,0.0384745,0.0027601684,0.0070750653,0.34619942,0.046420123,0.23484291,0.10010503,0.0002807957,0.018595688,0.019530648,0.14777009,0.29124346
Prdm15,0.16067593,0.26553676,0.07047506,0.31523,0.39042664,0.07238164,0.09244278,0.14344355,0.33578154,0.109222606,0.06971351,0.16029494,0.07237962,0.1926135,0.19029975,0.148129,0.12586176,0.116573796,0.73050165,0.70908135,0.1013541,0.17367415
C2cd2,0.24221446,0.55129015,0.06036325,0.33930227,0.36543733,0.12391885,0.10740848,0.62447375,1.2455361,0.123137355,0.22614008,0.24495074,0.047627486,0.23790227,0.1608608,0.15945055,0.5451941,0.19211617,0.726075,0.728106,0.4532956,0.27813637
LOC102554605-3,0.63610125,1.5136448,0.07876696,0.46727735,0.61062765,0.3530118,0.13470207,0.25149688,0.5112581,0.11094542,0.15030096,0.51357764,0.113123834,0.4098693,0.41679138,0.3496193,0.21435057,0.18915884,1.094073,1.2158325,0.17698586,0.35312158
Scaf8,1.2620443,2.105432,0.60002613,1.833601,2.1959212,1.1074704,0.7680705,1.034443,1.630077,0.69017774,0.6893787,1.0877001,0.5334363,1.3085648,1.087556,1.0916321,0.77481955,0.91988856,3.3306746,3.4127307,0.9591363,1.1036023
Tiam2,2.8420167,3.8178625,0.023986597,0.07126829,0.08528476,1.1519939,0.03067966,0.25440538,1.0647068,0.0005105361,0.04947888,0.04142131,0.053312693,0.047707435,0.08575176,0.89758015,0.18018879,0.01432892,0.14627035,0.13528089,0.12846014,0.9607534
Tfb1m,0.10185657,0.30179223,0.013171696,0.06350216,0.06921936,0.052705437,0.033136256,0.11059194,0.24579749,0.029125342,0.054464705,0.08285603,0.019934407,0.083362624,0.0706719,0.05799834,0.032986518,0.03986947,0.1083895,0.1122651,0.03201141,0.04594574
Nox3,0.0028024344,0.025418857,0.0018089704,0.0014437629,0.0016023957,0.00028071966,0.00033879202,0.0005367142,0.0020629838,0.000396935,0.00014883734,0.0015478865,0.0002587501,0.0005999722,0.00047747281,0.0006057305,0.0015835998,0.00010907805,0.020020245,0.008753586,0.00052774657,0.0019719088
Arid1b,2.3449616,4.3372507,1.719835,3.111986,2.9352427,1.5622941,2.0921786,2.1113265,3.0842443,1.8129156,1.6128801,2.701013,1.2228713,2.8550696,1.8446326,2.0190527,1.720536,2.5113642,4.256696,4.2113757,1.7745502,2.3650682
Tmem242,0.13862824,0.2025591,0.037219,0.07887052,0.10130144,0.06881084,0.05618826,0.09013925,0.21114238,0.04879447,0.053051237,0.112414666,0.019381069,0.12295228,0.074186616,0.07741382,0.057021074,0.0834901,0.2018496,0.24459459,0.07712529,0.07053291
Zdhhc14,0.7779246,1.6596249,0.7786068,3.3186195,3.0070734,0.18624613,1.9787796,7.3568745,16.044062,1.6093824,4.4897823,3.543248,0.19482306,12.893322,3.3530111,1.8168877,1.0096811,4.5592227,2.2613451,2.0792196,0.62014186,0.3388516
Snx9,0.6007243,0.9945557,0.6940456,0.5736622,0.6758896,0.22846846,0.72709817,0.6919754,1.3023788,0.44848067,0.28182742,0.817785,0.14313407,0.3761481,0.58156294,0.40998134,0.31651723,0.87218356,1.3950717,1.3661555,0.48728362,0.79210347
Synj2,0.14965053,0.34479353,0.08011249,0.12620951,0.2926512,0.092796735,0.30895826,2.9455366,5.4718285,0.35716116,1.741084,0.6008783,0.08645174,1.3883721,0.18827137,0.25075057,0.10968548,0.57405585,0.3923781,0.3014143,0.17980881,0.54743135
Serac1,0.23176011,0.37001303,0.057196975,0.40043086,0.52029246,0.098825626,0.12585673,0.3193198,0.5610697,0.19867064,0.21469988,0.26944977,0.044102423,0.21893299,0.15116398,0.19290261,0.07896191,0.25403762,0.69884247,0.77178663,0.07258153,0.14515014
LOC120103497,0.1095121,0.13245733,0.0048484765,0.05470596,0.06572856,0.063581705,0.0012274481,0.031075697,0.07120013,0.0003348043,0.0144135365,0.0049038175,0.0022613986,0.029532015,0.021396475,0.025608832,0.050863575,0.0015140038,0.12252493,0.115439996,0.14934108,0.07932113
Tulp4,2.7329116,5.3286185,0.29783845,1.789057,2.1465673,0.7882571,0.49354416,10.632458,13.389379,0.5103585,6.6574593,0.9025974,0.25798628,10.203955,1.9349036,3.9536765,0.8221037,0.85062885,3.862505,3.7956197,1.0208201,1.3378518
Tmem181,0.4160355,0.7772933,0.10562906,1.2356927,1.2408854,0.25584844,0.30910403,0.37232974,0.6843023,0.31782383,0.23350987,0.55144155,0.20029841,0.5073668,0.55661094,0.4159691,0.24101646,0.46821806,2.6087706,2.179779,0.31949455,0.41223967
Dynlt1,0.026501268,0.13662769,0.013754787,0.22156565,0.22790912,0.026695976,0.03240527,0.010823339,0.047687203,0.020949177,0.0007004084,0.079474665,0.019614602,0.037108112,0.06340556,0.04175098,0.031125566,0.04072699,0.34439948,0.32341737,0.017691443,0.030718302
Sytl3,0.0049682935,0.01467574,0.0060569956,0.004013848,0.0055638514,0.018742366,0.013830997,0.002360728,0.010510861,0.0060654017,0.0013594258,0.026050396,0.342174,0.0015726201,0.0045738807,0.008179773,0.0026691963,0.05795154,0.027910035,0.008078788,0.0027981566,0.024047608
Ezr,0.5275287,1.6716883,0.41878253,0.00072751613,0.00082841446,0.48442152,0.12635773,2.4969484e-05,0.00037114575,0.052169133,1.6813708e-05,0.17104678,0.22103198,0.00019174509,0.009126897,0.102831714,0.05386482,0.1322578,0.002724694,0.00012149347,0.12646586,0.27222896
Rsph3,0.12603542,0.27939212,0.04918159,0.098650105,0.10230091,0.24236502,0.094812125,0.037481096,0.064634435,0.07245797,0.015953582,0.1326242,0.06366079,0.09620695,0.052931007,0.07366903,0.038732335,0.10909656,0.15562898,0.112901226,0.051934823,0.08272684
Rps6ka2,0.49029455,0.6887806,0.045839295,1.3774517,1.3679605,0.48154715,0.13370425,0.8506909,2.6040316,0.16141577,0.079948194,0.2884269,0.028470617,0.20538086,0.1456508,0.1656696,0.17786252,0.3286755,1.8850849,1.6375139,0.18143208,0.142827
