Martian Runtime - v4.0.12
Serving UI at http://osd06:45583?auth=TCOmH9_CTtaYoAurj8RyEAD-jgLRdI69ZAAgR-bxIjc

Running preflight checks (please wait)...
2024-12-04 10:45:53 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.join
2024-12-04 10:45:54 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS
2024-12-04 10:45:54 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.COMBINE_CLUSTERING
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.COMBINE_CLUSTERING.fork0.chnk0.main
2024-12-04 10:45:54 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.COMBINE_CLUSTERING
2024-12-04 10:45:54 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.split
2024-12-04 10:45:54 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk00.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk01.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk02.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk03.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk04.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk05.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk06.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk07.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk08.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk09.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk10.main
2024-12-04 10:45:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.chnk11.main
2024-12-04 10:47:04 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_TSNE
2024-12-04 10:47:04 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_TSNE.fork0.join
2024-12-04 10:47:50 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_UMAP
2024-12-04 10:47:50 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_UMAP.fork0.join
2024-12-04 10:51:50 [runtime] (update)          ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0 chunks running (4/12 completed)
2024-12-04 10:52:15 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_TSNE
2024-12-04 10:52:15 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_UMAP
2024-12-04 10:55:43 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION
2024-12-04 10:55:43 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.join
2024-12-04 10:55:45 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION
2024-12-04 10:55:45 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS
2024-12-04 10:55:45 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS.fork0.split
2024-12-04 10:55:45 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS
2024-12-04 10:55:45 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS.fork0.chnk0.main
2024-12-04 10:55:46 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS
2024-12-04 10:55:46 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS.fork0.join
2024-12-04 10:55:46 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS
2024-12-04 10:55:47 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS
2024-12-04 10:55:47 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS.fork0.split
2024-12-04 10:55:48 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS
2024-12-04 10:55:48 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS.fork0.join
2024-12-04 10:56:10 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS
2024-12-04 10:56:10 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.BUILD_COMBINED_WEB_SUMMARY
2024-12-04 10:56:10 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.BUILD_COMBINED_WEB_SUMMARY.fork0.chnk0.main
2024-12-04 10:56:10 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS
2024-12-04 10:56:10 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS.fork0.split
2024-12-04 10:56:11 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS
2024-12-04 10:56:11 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS.fork0.join
2024-12-04 10:56:11 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.BUILD_COMBINED_WEB_SUMMARY
2024-12-04 10:57:40 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS

Outputs:
- Copy of the input aggregation CSV: /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_3/outs/aggregation.csv
- Aggregation metrics summary HTML:  /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_3/outs/web_summary.html
- count:
    Aggregation metrics summary JSON:       /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_3/outs/count/summary.json
    Secondary analysis output CSV:          /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_3/outs/count/analysis
    Crispr analysis output:                 null
    Filtered feature-barcode matrices MEX:  /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_3/outs/count/filtered_feature_bc_matrix
    Filtered feature-barcode matrices HDF5: /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_3/outs/count/filtered_feature_bc_matrix.h5
    Loupe Browser file:                     /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_3/outs/count/cloupe.cloupe
    Beam mode:                              null
    Antigen Specificity Controls:           {}
    feature_reference:                      /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_3/outs/count/feature_reference.csv
    Disable antigen aggregation:            true
- vdj_t:                             null
- vdj_t_gd:                          null
- vdj_b:                             null
- V(D)J reference:                   null
- antigen_analysis:                  null

Waiting 6 seconds for UI to do final refresh.
Pipestance completed successfully!

2024-12-04 10:57:46 Shutting down.
Saving pipestance info to "Sample_3/Sample_3.mri.tgz"
Aggregate completed.
